State,Sex,Age Group,Year,Ethnic Group,Value ('000 Person)
W.P Kuala Lumpur,Total Sex, 25 - 29,1986,Bumiputera,57.1
W.P Kuala Lumpur,Total Sex, 25 - 29,1986,Chinese,57.3
W.P Kuala Lumpur,Total Sex, 25 - 29,1986,Indians,15.6
W.P Kuala Lumpur,Total Sex, 25 - 29,1986,Others,1.2
W.P Kuala Lumpur,Total Sex, 25 - 29,1987,Total Ethnic Group,131.3
W.P Kuala Lumpur,Total Sex, 25 - 29,1987,Bumiputera,56.8
W.P Kuala Lumpur,Total Sex, 25 - 29,1987,Chinese,57.7
W.P Kuala Lumpur,Total Sex, 25 - 29,1987,Indians,15.5
W.P Kuala Lumpur,Total Sex, 25 - 29,1987,Others,1.3
W.P Kuala Lumpur,Total Sex, 25 - 29,1988,Total Ethnic Group,130.5
W.P Kuala Lumpur,Total Sex, 25 - 29,1988,Bumiputera,55.9
W.P Kuala Lumpur,Total Sex, 25 - 29,1988,Chinese,57.8
W.P Kuala Lumpur,Total Sex, 25 - 29,1988,Indians,15.4
W.P Kuala Lumpur,Total Sex, 25 - 29,1988,Others,1.4
W.P Kuala Lumpur,Total Sex, 25 - 29,1989,Total Ethnic Group,130
W.P Kuala Lumpur,Total Sex, 25 - 29,1989,Bumiputera,55
W.P Kuala Lumpur,Total Sex, 25 - 29,1989,Chinese,58.3
W.P Kuala Lumpur,Total Sex, 25 - 29,1989,Indians,15.3
W.P Kuala Lumpur,Total Sex, 25 - 29,1989,Others,1.4
W.P Kuala Lumpur,Total Sex, 25 - 29,1990,Total Ethnic Group,129.3
W.P Kuala Lumpur,Total Sex, 25 - 29,1990,Bumiputera,53.7
W.P Kuala Lumpur,Total Sex, 25 - 29,1990,Chinese,58.8
W.P Kuala Lumpur,Total Sex, 25 - 29,1990,Indians,15.3
W.P Kuala Lumpur,Total Sex, 25 - 29,1990,Others,1.5
W.P Kuala Lumpur,Total Sex, 30 - 34,1980,Total Ethnic Group,79.3
W.P Kuala Lumpur,Total Sex, 30 - 34,1980,Bumiputera,26.5
W.P Kuala Lumpur,Total Sex, 30 - 34,1980,Chinese,41.3
W.P Kuala Lumpur,Total Sex, 30 - 34,1980,Indians,10.5
W.P Kuala Lumpur,Total Sex, 30 - 34,1980,Others,1.1
W.P Kuala Lumpur,Total Sex, 30 - 34,1981,Total Ethnic Group,82.8
W.P Kuala Lumpur,Total Sex, 30 - 34,1981,Bumiputera,29.3
W.P Kuala Lumpur,Total Sex, 30 - 34,1981,Chinese,41.9
W.P Kuala Lumpur,Total Sex, 30 - 34,1981,Indians,10.5
W.P Kuala Lumpur,Total Sex, 30 - 34,1981,Others,1.1
W.P Kuala Lumpur,Total Sex, 30 - 34,1982,Total Ethnic Group,87.7
W.P Kuala Lumpur,Total Sex, 30 - 34,1982,Bumiputera,32.2
W.P Kuala Lumpur,Total Sex, 30 - 34,1982,Chinese,43.4
W.P Kuala Lumpur,Total Sex, 30 - 34,1982,Indians,10.9
W.P Kuala Lumpur,Total Sex, 30 - 34,1982,Others,1
W.P Kuala Lumpur,Total Sex, 30 - 34,1983,Total Ethnic Group,92.3
W.P Kuala Lumpur,Total Sex, 30 - 34,1983,Bumiputera,35.1
W.P Kuala Lumpur,Total Sex, 30 - 34,1983,Chinese,44.8
W.P Kuala Lumpur,Total Sex, 30 - 34,1983,Indians,11.3
W.P Kuala Lumpur,Total Sex, 30 - 34,1983,Others,1.1
W.P Kuala Lumpur,Total Sex, 30 - 34,1984,Total Ethnic Group,96.9
W.P Kuala Lumpur,Total Sex, 30 - 34,1984,Bumiputera,38.4
W.P Kuala Lumpur,Total Sex, 30 - 34,1984,Chinese,45.8
W.P Kuala Lumpur,Total Sex, 30 - 34,1984,Indians,11.6
W.P Kuala Lumpur,Total Sex, 30 - 34,1984,Others,1.1
W.P Kuala Lumpur,Total Sex, 30 - 34,1985,Total Ethnic Group,101.7
W.P Kuala Lumpur,Total Sex, 30 - 34,1985,Bumiputera,41.8
W.P Kuala Lumpur,Total Sex, 30 - 34,1985,Chinese,46.9
W.P Kuala Lumpur,Total Sex, 30 - 34,1985,Indians,12
W.P Kuala Lumpur,Total Sex, 30 - 34,1985,Others,1.1
W.P Kuala Lumpur,Total Sex, 30 - 34,1986,Total Ethnic Group,107
W.P Kuala Lumpur,Total Sex, 30 - 34,1986,Bumiputera,45.4
W.P Kuala Lumpur,Total Sex, 30 - 34,1986,Chinese,47.9
W.P Kuala Lumpur,Total Sex, 30 - 34,1986,Indians,12.5
W.P Kuala Lumpur,Total Sex, 30 - 34,1986,Others,1.2
W.P Kuala Lumpur,Total Sex, 30 - 34,1987,Total Ethnic Group,111.6
W.P Kuala Lumpur,Total Sex, 30 - 34,1987,Bumiputera,48.5
W.P Kuala Lumpur,Total Sex, 30 - 34,1987,Chinese,49
W.P Kuala Lumpur,Total Sex, 30 - 34,1987,Indians,12.9
W.P Kuala Lumpur,Total Sex, 30 - 34,1987,Others,1.3
W.P Kuala Lumpur,Total Sex, 30 - 34,1988,Total Ethnic Group,115.7
W.P Kuala Lumpur,Total Sex, 30 - 34,1988,Bumiputera,51.3
W.P Kuala Lumpur,Total Sex, 30 - 34,1988,Chinese,50
W.P Kuala Lumpur,Total Sex, 30 - 34,1988,Indians,13.1
W.P Kuala Lumpur,Total Sex, 30 - 34,1988,Others,1.4
W.P Kuala Lumpur,Total Sex, 30 - 34,1989,Total Ethnic Group,119.1
W.P Kuala Lumpur,Total Sex, 30 - 34,1989,Bumiputera,53.6
W.P Kuala Lumpur,Total Sex, 30 - 34,1989,Chinese,50.8
W.P Kuala Lumpur,Total Sex, 30 - 34,1989,Indians,13.3
W.P Kuala Lumpur,Total Sex, 30 - 34,1989,Others,1.5
W.P Kuala Lumpur,Total Sex, 30 - 34,1990,Total Ethnic Group,122.2
W.P Kuala Lumpur,Total Sex, 30 - 34,1990,Bumiputera,55.9
W.P Kuala Lumpur,Total Sex, 30 - 34,1990,Chinese,51.4
W.P Kuala Lumpur,Total Sex, 30 - 34,1990,Indians,13.3
W.P Kuala Lumpur,Total Sex, 30 - 34,1990,Others,1.6
W.P Kuala Lumpur,Total Sex, 35 - 39,1980,Total Ethnic Group,56.6
W.P Kuala Lumpur,Total Sex, 35 - 39,1980,Bumiputera,15.5
W.P Kuala Lumpur,Total Sex, 35 - 39,1980,Chinese,32.3
W.P Kuala Lumpur,Total Sex, 35 - 39,1980,Indians,7.7
W.P Kuala Lumpur,Total Sex, 35 - 39,1980,Others,1
W.P Kuala Lumpur,Total Sex, 35 - 39,1981,Total Ethnic Group,59.4
W.P Kuala Lumpur,Total Sex, 35 - 39,1981,Bumiputera,17.1
W.P Kuala Lumpur,Total Sex, 35 - 39,1981,Chinese,33.2
W.P Kuala Lumpur,Total Sex, 35 - 39,1981,Indians,8
W.P Kuala Lumpur,Total Sex, 35 - 39,1981,Others,1
W.P Kuala Lumpur,Total Sex, 35 - 39,1982,Total Ethnic Group,62
W.P Kuala Lumpur,Total Sex, 35 - 39,1982,Bumiputera,19.4
W.P Kuala Lumpur,Total Sex, 35 - 39,1982,Chinese,33.4
W.P Kuala Lumpur,Total Sex, 35 - 39,1982,Indians,8.2
W.P Kuala Lumpur,Total Sex, 35 - 39,1982,Others,1
W.P Kuala Lumpur,Total Sex, 35 - 39,1983,Total Ethnic Group,65.6
W.P Kuala Lumpur,Total Sex, 35 - 39,1983,Bumiputera,21.9
W.P Kuala Lumpur,Total Sex, 35 - 39,1983,Chinese,34.2
W.P Kuala Lumpur,Total Sex, 35 - 39,1983,Indians,8.5
W.P Kuala Lumpur,Total Sex, 35 - 39,1983,Others,1.1
W.P Kuala Lumpur,Total Sex, 35 - 39,1984,Total Ethnic Group,69.7
W.P Kuala Lumpur,Total Sex, 35 - 39,1984,Bumiputera,24.5
W.P Kuala Lumpur,Total Sex, 35 - 39,1984,Chinese,35.3
W.P Kuala Lumpur,Total Sex, 35 - 39,1984,Indians,8.9
W.P Kuala Lumpur,Total Sex, 35 - 39,1984,Others,1.1
W.P Kuala Lumpur,Total Sex, 35 - 39,1985,Total Ethnic Group,74.5
W.P Kuala Lumpur,Total Sex, 35 - 39,1985,Bumiputera,27.6
W.P Kuala Lumpur,Total Sex, 35 - 39,1985,Chinese,36.5
W.P Kuala Lumpur,Total Sex, 35 - 39,1985,Indians,9.2
W.P Kuala Lumpur,Total Sex, 35 - 39,1985,Others,1.2
W.P Kuala Lumpur,Total Sex, 35 - 39,1986,Total Ethnic Group,79.4
W.P Kuala Lumpur,Total Sex, 35 - 39,1986,Bumiputera,30.5
W.P Kuala Lumpur,Total Sex, 35 - 39,1986,Chinese,38.1
W.P Kuala Lumpur,Total Sex, 35 - 39,1986,Indians,9.5
W.P Kuala Lumpur,Total Sex, 35 - 39,1986,Others,1.3
W.P Kuala Lumpur,Total Sex, 35 - 39,1987,Total Ethnic Group,83.6
W.P Kuala Lumpur,Total Sex, 35 - 39,1987,Bumiputera,33.2
W.P Kuala Lumpur,Total Sex, 35 - 39,1987,Chinese,39.4
W.P Kuala Lumpur,Total Sex, 35 - 39,1987,Indians,9.7
W.P Kuala Lumpur,Total Sex, 35 - 39,1987,Others,1.3
W.P Kuala Lumpur,Total Sex, 35 - 39,1988,Total Ethnic Group,87.9
W.P Kuala Lumpur,Total Sex, 35 - 39,1988,Bumiputera,36
W.P Kuala Lumpur,Total Sex, 35 - 39,1988,Chinese,40.5
W.P Kuala Lumpur,Total Sex, 35 - 39,1988,Indians,10
W.P Kuala Lumpur,Total Sex, 35 - 39,1988,Others,1.3
W.P Kuala Lumpur,Total Sex, 35 - 39,1989,Total Ethnic Group,91.9
W.P Kuala Lumpur,Total Sex, 35 - 39,1989,Bumiputera,39
W.P Kuala Lumpur,Total Sex, 35 - 39,1989,Chinese,41.5
W.P Kuala Lumpur,Total Sex, 35 - 39,1989,Indians,10.1
W.P Kuala Lumpur,Total Sex, 35 - 39,1989,Others,1.4
W.P Kuala Lumpur,Total Sex, 35 - 39,1990,Total Ethnic Group,96.2
W.P Kuala Lumpur,Total Sex, 35 - 39,1990,Bumiputera,42
W.P Kuala Lumpur,Total Sex, 35 - 39,1990,Chinese,42.4
W.P Kuala Lumpur,Total Sex, 35 - 39,1990,Indians,10.4
W.P Kuala Lumpur,Total Sex, 35 - 39,1990,Others,1.4
W.P Kuala Lumpur,Total Sex, 40 - 44,1980,Total Ethnic Group,43.3
W.P Kuala Lumpur,Total Sex, 40 - 44,1980,Bumiputera,10.6
W.P Kuala Lumpur,Total Sex, 40 - 44,1980,Chinese,25.5
W.P Kuala Lumpur,Total Sex, 40 - 44,1980,Indians,6.5
W.P Kuala Lumpur,Total Sex, 40 - 44,1980,Others,0.8
W.P Kuala Lumpur,Total Sex, 40 - 44,1981,Total Ethnic Group,45.3
W.P Kuala Lumpur,Total Sex, 40 - 44,1981,Bumiputera,11.6
W.P Kuala Lumpur,Total Sex, 40 - 44,1981,Chinese,26.2
W.P Kuala Lumpur,Total Sex, 40 - 44,1981,Indians,6.7
W.P Kuala Lumpur,Total Sex, 40 - 44,1981,Others,0.8
W.P Kuala Lumpur,Total Sex, 40 - 44,1982,Total Ethnic Group,47.2
W.P Kuala Lumpur,Total Sex, 40 - 44,1982,Bumiputera,12.9
W.P Kuala Lumpur,Total Sex, 40 - 44,1982,Chinese,26.9
W.P Kuala Lumpur,Total Sex, 40 - 44,1982,Indians,6.6
W.P Kuala Lumpur,Total Sex, 40 - 44,1982,Others,0.8
W.P Kuala Lumpur,Total Sex, 40 - 44,1983,Total Ethnic Group,49.4
W.P Kuala Lumpur,Total Sex, 40 - 44,1983,Bumiputera,14.4
W.P Kuala Lumpur,Total Sex, 40 - 44,1983,Chinese,27.5
W.P Kuala Lumpur,Total Sex, 40 - 44,1983,Indians,6.6
W.P Kuala Lumpur,Total Sex, 40 - 44,1983,Others,0.8
W.P Kuala Lumpur,Total Sex, 40 - 44,1984,Total Ethnic Group,51.3
W.P Kuala Lumpur,Total Sex, 40 - 44,1984,Bumiputera,15.6
W.P Kuala Lumpur,Total Sex, 40 - 44,1984,Chinese,28.2
W.P Kuala Lumpur,Total Sex, 40 - 44,1984,Indians,6.7
W.P Kuala Lumpur,Total Sex, 40 - 44,1984,Others,0.8
W.P Kuala Lumpur,Total Sex, 40 - 44,1985,Total Ethnic Group,53.2
W.P Kuala Lumpur,Total Sex, 40 - 44,1985,Bumiputera,16.8
W.P Kuala Lumpur,Total Sex, 40 - 44,1985,Chinese,28.9
W.P Kuala Lumpur,Total Sex, 40 - 44,1985,Indians,6.7
W.P Kuala Lumpur,Total Sex, 40 - 44,1985,Others,0.8
W.P Kuala Lumpur,Total Sex, 40 - 44,1986,Total Ethnic Group,55
W.P Kuala Lumpur,Total Sex, 40 - 44,1986,Bumiputera,18.4
W.P Kuala Lumpur,Total Sex, 40 - 44,1986,Chinese,28.8
W.P Kuala Lumpur,Total Sex, 40 - 44,1986,Indians,6.8
W.P Kuala Lumpur,Total Sex, 40 - 44,1986,Others,1
W.P Kuala Lumpur,Total Sex, 40 - 44,1987,Total Ethnic Group,57.9
W.P Kuala Lumpur,Total Sex, 40 - 44,1987,Bumiputera,20.6
W.P Kuala Lumpur,Total Sex, 40 - 44,1987,Chinese,29.3
W.P Kuala Lumpur,Total Sex, 40 - 44,1987,Indians,7
W.P Kuala Lumpur,Total Sex, 40 - 44,1987,Others,1.1
W.P Kuala Lumpur,Total Sex, 40 - 44,1988,Total Ethnic Group,61.4
W.P Kuala Lumpur,Total Sex, 40 - 44,1988,Bumiputera,23
W.P Kuala Lumpur,Total Sex, 40 - 44,1988,Chinese,30.1
W.P Kuala Lumpur,Total Sex, 40 - 44,1988,Indians,7.2
W.P Kuala Lumpur,Total Sex, 40 - 44,1988,Others,1.1
W.P Kuala Lumpur,Total Sex, 40 - 44,1989,Total Ethnic Group,65.8
W.P Kuala Lumpur,Total Sex, 40 - 44,1989,Bumiputera,25.7
W.P Kuala Lumpur,Total Sex, 40 - 44,1989,Chinese,31.3
W.P Kuala Lumpur,Total Sex, 40 - 44,1989,Indians,7.6
W.P Kuala Lumpur,Total Sex, 40 - 44,1989,Others,1.2
W.P Kuala Lumpur,Total Sex, 40 - 44,1990,Total Ethnic Group,70.9
W.P Kuala Lumpur,Total Sex, 40 - 44,1990,Bumiputera,28.9
W.P Kuala Lumpur,Total Sex, 40 - 44,1990,Chinese,32.8
W.P Kuala Lumpur,Total Sex, 40 - 44,1990,Indians,7.9
W.P Kuala Lumpur,Total Sex, 40 - 44,1990,Others,1.3
W.P Kuala Lumpur,Total Sex, 45 - 49,1980,Total Ethnic Group,33.4
W.P Kuala Lumpur,Total Sex, 45 - 49,1980,Bumiputera,8.1
W.P Kuala Lumpur,Total Sex, 45 - 49,1980,Chinese,19
W.P Kuala Lumpur,Total Sex, 45 - 49,1980,Indians,5.6
W.P Kuala Lumpur,Total Sex, 45 - 49,1980,Others,0.6
W.P Kuala Lumpur,Total Sex, 45 - 49,1981,Total Ethnic Group,33.8
W.P Kuala Lumpur,Total Sex, 45 - 49,1981,Bumiputera,8.7
W.P Kuala Lumpur,Total Sex, 45 - 49,1981,Chinese,19
W.P Kuala Lumpur,Total Sex, 45 - 49,1981,Indians,5.4
W.P Kuala Lumpur,Total Sex, 45 - 49,1981,Others,0.7
W.P Kuala Lumpur,Total Sex, 45 - 49,1982,Total Ethnic Group,35.6
W.P Kuala Lumpur,Total Sex, 45 - 49,1982,Bumiputera,9.2
W.P Kuala Lumpur,Total Sex, 45 - 49,1982,Chinese,20.2
W.P Kuala Lumpur,Total Sex, 45 - 49,1982,Indians,5.5
W.P Kuala Lumpur,Total Sex, 45 - 49,1982,Others,0.7
W.P Kuala Lumpur,Total Sex, 45 - 49,1983,Total Ethnic Group,37
W.P Kuala Lumpur,Total Sex, 45 - 49,1983,Bumiputera,9.8
W.P Kuala Lumpur,Total Sex, 45 - 49,1983,Chinese,20.8
W.P Kuala Lumpur,Total Sex, 45 - 49,1983,Indians,5.6
W.P Kuala Lumpur,Total Sex, 45 - 49,1983,Others,0.8
W.P Kuala Lumpur,Total Sex, 45 - 49,1984,Total Ethnic Group,38.9
W.P Kuala Lumpur,Total Sex, 45 - 49,1984,Bumiputera,10.9
W.P Kuala Lumpur,Total Sex, 45 - 49,1984,Chinese,21.6
W.P Kuala Lumpur,Total Sex, 45 - 49,1984,Indians,5.6
W.P Kuala Lumpur,Total Sex, 45 - 49,1984,Others,0.9
W.P Kuala Lumpur,Total Sex, 45 - 49,1985,Total Ethnic Group,40.9
W.P Kuala Lumpur,Total Sex, 45 - 49,1985,Bumiputera,12
W.P Kuala Lumpur,Total Sex, 45 - 49,1985,Chinese,22.4
W.P Kuala Lumpur,Total Sex, 45 - 49,1985,Indians,5.7
W.P Kuala Lumpur,Total Sex, 45 - 49,1985,Others,0.8
W.P Kuala Lumpur,Total Sex, 45 - 49,1986,Total Ethnic Group,43.2
W.P Kuala Lumpur,Total Sex, 45 - 49,1986,Bumiputera,13.2
W.P Kuala Lumpur,Total Sex, 45 - 49,1986,Chinese,23.4
W.P Kuala Lumpur,Total Sex, 45 - 49,1986,Indians,5.8
W.P Kuala Lumpur,Total Sex, 45 - 49,1986,Others,0.8
W.P Kuala Lumpur,Total Sex, 45 - 49,1987,Total Ethnic Group,44.8
W.P Kuala Lumpur,Total Sex, 45 - 49,1987,Bumiputera,14.5
W.P Kuala Lumpur,Total Sex, 45 - 49,1987,Chinese,23.8
W.P Kuala Lumpur,Total Sex, 45 - 49,1987,Indians,5.7
W.P Kuala Lumpur,Total Sex, 45 - 49,1987,Others,0.8
W.P Kuala Lumpur,Total Sex, 45 - 49,1988,Total Ethnic Group,46.4
W.P Kuala Lumpur,Total Sex, 45 - 49,1988,Bumiputera,15.8
W.P Kuala Lumpur,Total Sex, 45 - 49,1988,Chinese,24.2
W.P Kuala Lumpur,Total Sex, 45 - 49,1988,Indians,5.7
W.P Kuala Lumpur,Total Sex, 45 - 49,1988,Others,0.8
W.P Kuala Lumpur,Total Sex, 45 - 49,1989,Total Ethnic Group,47.8
W.P Kuala Lumpur,Total Sex, 45 - 49,1989,Bumiputera,17
W.P Kuala Lumpur,Total Sex, 45 - 49,1989,Chinese,24.5
W.P Kuala Lumpur,Total Sex, 45 - 49,1989,Indians,5.7
W.P Kuala Lumpur,Total Sex, 45 - 49,1989,Others,0.7
W.P Kuala Lumpur,Total Sex, 45 - 49,1990,Total Ethnic Group,48.7
W.P Kuala Lumpur,Total Sex, 45 - 49,1990,Bumiputera,18
W.P Kuala Lumpur,Total Sex, 45 - 49,1990,Chinese,24.4
W.P Kuala Lumpur,Total Sex, 45 - 49,1990,Indians,5.5
W.P Kuala Lumpur,Total Sex, 45 - 49,1990,Others,0.7
W.P Kuala Lumpur,Total Sex, 50 - 54,1980,Total Ethnic Group,25.9
W.P Kuala Lumpur,Total Sex, 50 - 54,1980,Bumiputera,5.7
W.P Kuala Lumpur,Total Sex, 50 - 54,1980,Chinese,14.7
W.P Kuala Lumpur,Total Sex, 50 - 54,1980,Indians,5
W.P Kuala Lumpur,Total Sex, 50 - 54,1980,Others,0.5
W.P Kuala Lumpur,Total Sex, 50 - 54,1981,Total Ethnic Group,26.6
W.P Kuala Lumpur,Total Sex, 50 - 54,1981,Bumiputera,6.2
W.P Kuala Lumpur,Total Sex, 50 - 54,1981,Chinese,15
W.P Kuala Lumpur,Total Sex, 50 - 54,1981,Indians,5
W.P Kuala Lumpur,Total Sex, 50 - 54,1981,Others,0.5
W.P Kuala Lumpur,Total Sex, 50 - 54,1982,Total Ethnic Group,27.4
W.P Kuala Lumpur,Total Sex, 50 - 54,1982,Bumiputera,6.8
W.P Kuala Lumpur,Total Sex, 50 - 54,1982,Chinese,15.3
W.P Kuala Lumpur,Total Sex, 50 - 54,1982,Indians,4.9
W.P Kuala Lumpur,Total Sex, 50 - 54,1982,Others,0.4
W.P Kuala Lumpur,Total Sex, 50 - 54,1983,Total Ethnic Group,28.7
W.P Kuala Lumpur,Total Sex, 50 - 54,1983,Bumiputera,7.5
W.P Kuala Lumpur,Total Sex, 50 - 54,1983,Chinese,15.9
W.P Kuala Lumpur,Total Sex, 50 - 54,1983,Indians,4.8
W.P Kuala Lumpur,Total Sex, 50 - 54,1983,Others,0.5
W.P Kuala Lumpur,Total Sex, 50 - 54,1984,Total Ethnic Group,29.8
W.P Kuala Lumpur,Total Sex, 50 - 54,1984,Bumiputera,8.3
W.P Kuala Lumpur,Total Sex, 50 - 54,1984,Chinese,16.2
W.P Kuala Lumpur,Total Sex, 50 - 54,1984,Indians,4.8
W.P Kuala Lumpur,Total Sex, 50 - 54,1984,Others,0.6
W.P Kuala Lumpur,Total Sex, 50 - 54,1985,Total Ethnic Group,31
W.P Kuala Lumpur,Total Sex, 50 - 54,1985,Bumiputera,9
W.P Kuala Lumpur,Total Sex, 50 - 54,1985,Chinese,16.7
W.P Kuala Lumpur,Total Sex, 50 - 54,1985,Indians,4.7
W.P Kuala Lumpur,Total Sex, 50 - 54,1985,Others,0.7
W.P Kuala Lumpur,Total Sex, 50 - 54,1986,Total Ethnic Group,32.2
W.P Kuala Lumpur,Total Sex, 50 - 54,1986,Bumiputera,9.7
W.P Kuala Lumpur,Total Sex, 50 - 54,1986,Chinese,17.1
W.P Kuala Lumpur,Total Sex, 50 - 54,1986,Indians,4.6
W.P Kuala Lumpur,Total Sex, 50 - 54,1986,Others,0.8
W.P Kuala Lumpur,Total Sex, 50 - 54,1987,Total Ethnic Group,33.8
W.P Kuala Lumpur,Total Sex, 50 - 54,1987,Bumiputera,10.4
W.P Kuala Lumpur,Total Sex, 50 - 54,1987,Chinese,17.9
W.P Kuala Lumpur,Total Sex, 50 - 54,1987,Indians,4.6
W.P Kuala Lumpur,Total Sex, 50 - 54,1987,Others,0.8
W.P Kuala Lumpur,Total Sex, 50 - 54,1988,Total Ethnic Group,35.3
W.P Kuala Lumpur,Total Sex, 50 - 54,1988,Bumiputera,11.3
W.P Kuala Lumpur,Total Sex, 50 - 54,1988,Chinese,18.6
W.P Kuala Lumpur,Total Sex, 50 - 54,1988,Indians,4.6
W.P Kuala Lumpur,Total Sex, 50 - 54,1988,Others,0.9
W.P Kuala Lumpur,Total Sex, 50 - 54,1989,Total Ethnic Group,37.1
W.P Kuala Lumpur,Total Sex, 50 - 54,1989,Bumiputera,12.4
W.P Kuala Lumpur,Total Sex, 50 - 54,1989,Chinese,19.2
W.P Kuala Lumpur,Total Sex, 50 - 54,1989,Indians,4.6
W.P Kuala Lumpur,Total Sex, 50 - 54,1989,Others,0.9
W.P Kuala Lumpur,Total Sex, 50 - 54,1990,Total Ethnic Group,38.9
W.P Kuala Lumpur,Total Sex, 50 - 54,1990,Bumiputera,13.7
W.P Kuala Lumpur,Total Sex, 50 - 54,1990,Chinese,19.7
W.P Kuala Lumpur,Total Sex, 50 - 54,1990,Indians,4.7
W.P Kuala Lumpur,Total Sex, 50 - 54,1990,Others,0.8
W.P Kuala Lumpur,Total Sex, 55 - 59,1980,Total Ethnic Group,19.9
W.P Kuala Lumpur,Total Sex, 55 - 59,1980,Bumiputera,3.6
W.P Kuala Lumpur,Total Sex, 55 - 59,1980,Chinese,11.8
W.P Kuala Lumpur,Total Sex, 55 - 59,1980,Indians,4.1
W.P Kuala Lumpur,Total Sex, 55 - 59,1980,Others,0.3
W.P Kuala Lumpur,Total Sex, 55 - 59,1981,Total Ethnic Group,20.1
W.P Kuala Lumpur,Total Sex, 55 - 59,1981,Bumiputera,4
W.P Kuala Lumpur,Total Sex, 55 - 59,1981,Chinese,11.6
W.P Kuala Lumpur,Total Sex, 55 - 59,1981,Indians,4.1
W.P Kuala Lumpur,Total Sex, 55 - 59,1981,Others,0.3
W.P Kuala Lumpur,Total Sex, 55 - 59,1982,Total Ethnic Group,20.7
W.P Kuala Lumpur,Total Sex, 55 - 59,1982,Bumiputera,4.5
W.P Kuala Lumpur,Total Sex, 55 - 59,1982,Chinese,11.7
W.P Kuala Lumpur,Total Sex, 55 - 59,1982,Indians,4.1
W.P Kuala Lumpur,Total Sex, 55 - 59,1982,Others,0.3
W.P Kuala Lumpur,Total Sex, 55 - 59,1983,Total Ethnic Group,21.4
W.P Kuala Lumpur,Total Sex, 55 - 59,1983,Bumiputera,5.1
W.P Kuala Lumpur,Total Sex, 55 - 59,1983,Chinese,11.9
W.P Kuala Lumpur,Total Sex, 55 - 59,1983,Indians,4.1
W.P Kuala Lumpur,Total Sex, 55 - 59,1983,Others,0.3
W.P Kuala Lumpur,Total Sex, 55 - 59,1984,Total Ethnic Group,22.4
W.P Kuala Lumpur,Total Sex, 55 - 59,1984,Bumiputera,5.8
W.P Kuala Lumpur,Total Sex, 55 - 59,1984,Chinese,12.2
W.P Kuala Lumpur,Total Sex, 55 - 59,1984,Indians,4.1
W.P Kuala Lumpur,Total Sex, 55 - 59,1984,Others,0.3
W.P Kuala Lumpur,Total Sex, 55 - 59,1985,Total Ethnic Group,23
W.P Kuala Lumpur,Total Sex, 55 - 59,1985,Bumiputera,6.5
W.P Kuala Lumpur,Total Sex, 55 - 59,1985,Chinese,12.3
W.P Kuala Lumpur,Total Sex, 55 - 59,1985,Indians,3.9
W.P Kuala Lumpur,Total Sex, 55 - 59,1985,Others,0.3
W.P Kuala Lumpur,Total Sex, 55 - 59,1986,Total Ethnic Group,24.1
W.P Kuala Lumpur,Total Sex, 55 - 59,1986,Bumiputera,7
W.P Kuala Lumpur,Total Sex, 55 - 59,1986,Chinese,12.8
W.P Kuala Lumpur,Total Sex, 55 - 59,1986,Indians,3.9
W.P Kuala Lumpur,Total Sex, 55 - 59,1986,Others,0.3
W.P Kuala Lumpur,Total Sex, 55 - 59,1987,Total Ethnic Group,25
W.P Kuala Lumpur,Total Sex, 55 - 59,1987,Bumiputera,7.7
W.P Kuala Lumpur,Total Sex, 55 - 59,1987,Chinese,13.1
W.P Kuala Lumpur,Total Sex, 55 - 59,1987,Indians,3.8
W.P Kuala Lumpur,Total Sex, 55 - 59,1987,Others,0.4
W.P Kuala Lumpur,Total Sex, 55 - 59,1988,Total Ethnic Group,26.1
W.P Kuala Lumpur,Total Sex, 55 - 59,1988,Bumiputera,8.4
W.P Kuala Lumpur,Total Sex, 55 - 59,1988,Chinese,13.5
W.P Kuala Lumpur,Total Sex, 55 - 59,1988,Indians,3.8
W.P Kuala Lumpur,Total Sex, 55 - 59,1988,Others,0.4
W.P Kuala Lumpur,Total Sex, 55 - 59,1989,Total Ethnic Group,27.3
W.P Kuala Lumpur,Total Sex, 55 - 59,1989,Bumiputera,9.1
W.P Kuala Lumpur,Total Sex, 55 - 59,1989,Chinese,13.9
W.P Kuala Lumpur,Total Sex, 55 - 59,1989,Indians,3.7
W.P Kuala Lumpur,Total Sex, 55 - 59,1989,Others,0.6
W.P Kuala Lumpur,Total Sex, 55 - 59,1990,Total Ethnic Group,28.5
W.P Kuala Lumpur,Total Sex, 55 - 59,1990,Bumiputera,9.7
W.P Kuala Lumpur,Total Sex, 55 - 59,1990,Chinese,14.4
W.P Kuala Lumpur,Total Sex, 55 - 59,1990,Indians,3.7
W.P Kuala Lumpur,Total Sex, 55 - 59,1990,Others,0.8
W.P Kuala Lumpur,Total Sex, 60 - 64,1980,Total Ethnic Group,15.2
W.P Kuala Lumpur,Total Sex, 60 - 64,1980,Bumiputera,2.3
W.P Kuala Lumpur,Total Sex, 60 - 64,1980,Chinese,9.9
W.P Kuala Lumpur,Total Sex, 60 - 64,1980,Indians,2.8
W.P Kuala Lumpur,Total Sex, 60 - 64,1980,Others,0.2
W.P Kuala Lumpur,Total Sex, 60 - 64,1981,Total Ethnic Group,15.3
W.P Kuala Lumpur,Total Sex, 60 - 64,1981,Bumiputera,2.4
