Year,State,Contingent PDRM District,Type of Crime,Number of Crime
2019,Johor,Mersing,Rape,4
2019,Johor,Mersing,Robbery,15
2019,Johor,Muar,Causing injury,25
2019,Johor,Muar,Murder,0
2019,Johor,Muar,Rape,12
2019,Johor,Muar,Robbery,34
2019,Johor,Nusajaya,Causing injury,0
2019,Johor,Nusajaya,Murder,0
2019,Johor,Nusajaya,Rape,0
2019,Johor,Nusajaya,Robbery,0
2019,Johor,Pontian,Causing injury,8
2019,Johor,Pontian,Murder,0
2019,Johor,Pontian,Rape,12
2019,Johor,Pontian,Robbery,21
2019,Johor,Segamat,Causing injury,23
2019,Johor,Segamat,Murder,1
2019,Johor,Segamat,Rape,9
2019,Johor,Segamat,Robbery,37
2019,Johor,Seri Alam,Causing injury,50
2019,Johor,Seri Alam,Murder,5
2019,Johor,Seri Alam,Rape,35
2019,Johor,Seri Alam,Robbery,122
2019,Kedah,Baling,Causing injury,20
2019,Kedah,Baling,Murder,1
2019,Kedah,Baling,Rape,7
2019,Kedah,Baling,Robbery,8
2019,Kedah,Bandar Bharu,Causing injury,3
2019,Kedah,Bandar Bharu,Murder,1
2019,Kedah,Bandar Bharu,Rape,0
2019,Kedah,Bandar Bharu,Robbery,10
2019,Kedah,Kota Setar,Causing injury,70
2019,Kedah,Kota Setar,Murder,2
2019,Kedah,Kota Setar,Rape,28
2019,Kedah,Kota Setar,Robbery,81
2019,Kedah,Kuala Muda,Causing injury,97
2019,Kedah,Kuala Muda,Murder,3
2019,Kedah,Kuala Muda,Rape,29
2019,Kedah,Kuala Muda,Robbery,195
2019,Kedah,Kubang Pasu,Causing injury,37
2019,Kedah,Kubang Pasu,Murder,2
2019,Kedah,Kubang Pasu,Rape,14
2019,Kedah,Kubang Pasu,Robbery,43
2019,Kedah,Kulim,Causing injury,45
2019,Kedah,Kulim,Murder,5
2019,Kedah,Kulim,Rape,19
2019,Kedah,Kulim,Robbery,59
2019,Kedah,Langkawi,Causing injury,26
2019,Kedah,Langkawi,Murder,1
2019,Kedah,Langkawi,Rape,28
2019,Kedah,Langkawi,Robbery,17
2019,Kedah,Padang Terap,Causing injury,15
2019,Kedah,Padang Terap,Murder,2
2019,Kedah,Padang Terap,Rape,6
2019,Kedah,Padang Terap,Robbery,5
2019,Kedah,Pendang,Causing injury,8
2019,Kedah,Pendang,Murder,1
2019,Kedah,Pendang,Rape,13
2019,Kedah,Pendang,Robbery,18
2019,Kedah,Sik,Causing injury,1
2019,Kedah,Sik,Murder,0
2019,Kedah,Sik,Rape,1
2019,Kedah,Sik,Robbery,3
2019,Kedah,Yan,Causing injury,6
2019,Kedah,Yan,Murder,2
2019,Kedah,Yan,Rape,0
2019,Kedah,Yan,Robbery,5
2019,Kelantan,Bachok,Causing injury,24
2019,Kelantan,Bachok,Murder,1
2019,Kelantan,Bachok,Rape,10
2019,Kelantan,Bachok,Robbery,7
2019,Kelantan,Gua Musang,Causing injury,12
2019,Kelantan,Gua Musang,Murder,3
2019,Kelantan,Gua Musang,Rape,4
2019,Kelantan,Gua Musang,Robbery,11
2019,Kelantan,Jeli,Causing injury,2
2019,Kelantan,Jeli,Murder,0
2019,Kelantan,Jeli,Rape,2
2019,Kelantan,Jeli,Robbery,1
2019,Kelantan,Kota Bharu,Causing injury,32
2019,Kelantan,Kota Bharu,Murder,1
2019,Kelantan,Kota Bharu,Rape,11
2019,Kelantan,Kota Bharu,Robbery,89
2019,Kelantan,Kuala Krai,Causing injury,19
2019,Kelantan,Kuala Krai,Murder,0
2019,Kelantan,Kuala Krai,Rape,7
2019,Kelantan,Kuala Krai,Robbery,4
2019,Kelantan,Machang,Causing injury,4
2019,Kelantan,Machang,Murder,0
2019,Kelantan,Machang,Rape,4
2019,Kelantan,Machang,Robbery,11
2019,Kelantan,Pasir Mas,Causing injury,22
2019,Kelantan,Pasir Mas,Murder,1
2019,Kelantan,Pasir Mas,Rape,5
2019,Kelantan,Pasir Mas,Robbery,23
2019,Kelantan,Pasir Puteh,Causing injury,28
2019,Kelantan,Pasir Puteh,Murder,2
2019,Kelantan,Pasir Puteh,Rape,9
2019,Kelantan,Pasir Puteh,Robbery,19
2019,Kelantan,Tanah Merah,Causing injury,16
2019,Kelantan,Tanah Merah,Murder,1
2019,Kelantan,Tanah Merah,Rape,13
2019,Kelantan,Tanah Merah,Robbery,9
2019,Kelantan,Tumpat,Causing injury,19
2019,Kelantan,Tumpat,Murder,0
2019,Kelantan,Tumpat,Rape,8
2019,Kelantan,Tumpat,Robbery,36
2019,Melaka,Alor Gajah,Causing injury,30
2019,Melaka,Alor Gajah,Murder,1
2019,Melaka,Alor Gajah,Rape,8
2019,Melaka,Alor Gajah,Robbery,25
2019,Melaka,Jasin,Causing injury,22
2019,Melaka,Jasin,Murder,0
2019,Melaka,Jasin,Rape,1
2019,Melaka,Jasin,Robbery,20
2019,Melaka,Melaka Tengah,Causing injury,112
2019,Melaka,Melaka Tengah,Murder,4
2019,Melaka,Melaka Tengah,Rape,13
2019,Melaka,Melaka Tengah,Robbery,224
2019,Negeri Sembilan,Jelebu,Causing injury,8
2019,Negeri Sembilan,Jelebu,Murder,0
2019,Negeri Sembilan,Jelebu,Rape,2
2019,Negeri Sembilan,Jelebu,Robbery,3
2019,Negeri Sembilan,Jempol,Causing injury,24
2019,Negeri Sembilan,Jempol,Murder,0
2019,Negeri Sembilan,Jempol,Rape,6
2019,Negeri Sembilan,Jempol,Robbery,4
2019,Negeri Sembilan,Kuala Pilah,Causing injury,19
2019,Negeri Sembilan,Kuala Pilah,Murder,0
2019,Negeri Sembilan,Kuala Pilah,Rape,4
2019,Negeri Sembilan,Kuala Pilah,Robbery,3
2019,Negeri Sembilan,Nilai,Causing injury,75
2019,Negeri Sembilan,Nilai,Murder,2
2019,Negeri Sembilan,Nilai,Rape,11
2019,Negeri Sembilan,Nilai,Robbery,55
2019,Negeri Sembilan,Port Dickson,Causing injury,25
2019,Negeri Sembilan,Port Dickson,Murder,1
2019,Negeri Sembilan,Port Dickson,Rape,2
2019,Negeri Sembilan,Port Dickson,Robbery,15
2019,Negeri Sembilan,Rembau,Causing injury,12
2019,Negeri Sembilan,Rembau,Murder,0
2019,Negeri Sembilan,Rembau,Rape,4
2019,Negeri Sembilan,Rembau,Robbery,4
2019,Negeri Sembilan,Seremban,Causing injury,88
2019,Negeri Sembilan,Seremban,Murder,6
2019,Negeri Sembilan,Seremban,Rape,27
2019,Negeri Sembilan,Seremban,Robbery,76
2019,Negeri Sembilan,Tampin,Causing injury,7
2019,Negeri Sembilan,Tampin,Murder,1
2019,Negeri Sembilan,Tampin,Rape,0
2019,Negeri Sembilan,Tampin,Robbery,12
2019,Pahang,Bentong,Causing injury,22
2019,Pahang,Bentong,Murder,5
2019,Pahang,Bentong,Rape,12
2019,Pahang,Bentong,Robbery,30
2019,Pahang,Bera,Causing injury,17
2019,Pahang,Bera,Murder,2
2019,Pahang,Bera,Rape,6
2019,Pahang,Bera,Robbery,7
2019,Pahang,Cameron Highland,Causing injury,4
2019,Pahang,Cameron Highland,Murder,0
2019,Pahang,Cameron Highland,Rape,1
2019,Pahang,Cameron Highland,Robbery,1
2019,Pahang,Jerantut,Causing injury,10
2019,Pahang,Jerantut,Murder,2
2019,Pahang,Jerantut,Rape,13
2019,Pahang,Jerantut,Robbery,11
2019,Pahang,Kuala Lipis,Causing injury,11
2019,Pahang,Kuala Lipis,Murder,0
2019,Pahang,Kuala Lipis,Rape,6
2019,Pahang,Kuala Lipis,Robbery,1
2019,Pahang,Kuantan,Causing injury,79
2019,Pahang,Kuantan,Murder,3
2019,Pahang,Kuantan,Rape,37
2019,Pahang,Kuantan,Robbery,138
2019,Pahang,Maran,Causing injury,17
2019,Pahang,Maran,Murder,0
2019,Pahang,Maran,Rape,7
2019,Pahang,Maran,Robbery,5
2019,Pahang,Pekan,Causing injury,7
2019,Pahang,Pekan,Murder,2
2019,Pahang,Pekan,Rape,8
2019,Pahang,Pekan,Robbery,4
2019,Pahang,Raub,Causing injury,19
2019,Pahang,Raub,Murder,0
2019,Pahang,Raub,Rape,2
2019,Pahang,Raub,Robbery,5
2019,Pahang,Rompin,Causing injury,13
2019,Pahang,Rompin,Murder,0
2019,Pahang,Rompin,Rape,7
2019,Pahang,Rompin,Robbery,8
2019,Pahang,Temerloh,Causing injury,27
2019,Pahang,Temerloh,Murder,2
2019,Pahang,Temerloh,Rape,15
2019,Pahang,Temerloh,Robbery,29
2019,Perak,Batu Gajah,Causing injury,3
2019,Perak,Batu Gajah,Murder,3
2019,Perak,Batu Gajah,Rape,3
2019,Perak,Batu Gajah,Robbery,16
2019,Perak,Gerik,Causing injury,5
2019,Perak,Gerik,Murder,0
2019,Perak,Gerik,Rape,5
2019,Perak,Gerik,Robbery,7
2019,Perak,Hilir Perak,Causing injury,64
2019,Perak,Hilir Perak,Murder,1
2019,Perak,Hilir Perak,Rape,10
2019,Perak,Hilir Perak,Robbery,38
2019,Perak,Ipoh,Causing injury,136
2019,Perak,Ipoh,Murder,11
2019,Perak,Ipoh,Rape,25
2019,Perak,Ipoh,Robbery,273
2019,Perak,Kampar,Causing injury,15
2019,Perak,Kampar,Murder,0
2019,Perak,Kampar,Rape,3
2019,Perak,Kampar,Robbery,16
2019,Perak,Kerian,Causing injury,16
2019,Perak,Kerian,Murder,0
2019,Perak,Kerian,Rape,6
2019,Perak,Kerian,Robbery,15
2019,Perak,Kuala Kangsar,Causing injury,9
2019,Perak,Kuala Kangsar,Murder,0
2019,Perak,Kuala Kangsar,Rape,3
2019,Perak,Kuala Kangsar,Robbery,14
2019,Perak,Manjung,Causing injury,48
2019,Perak,Manjung,Murder,6
2019,Perak,Manjung,Rape,8
2019,Perak,Manjung,Robbery,43
2019,Perak,Pengkalan Hulu,Causing injury,1
2019,Perak,Pengkalan Hulu,Murder,0
2019,Perak,Pengkalan Hulu,Rape,0
2019,Perak,Pengkalan Hulu,Robbery,0
2019,Perak,Perak Tengah,Causing injury,3
2019,Perak,Perak Tengah,Murder,1
2019,Perak,Perak Tengah,Rape,9
2019,Perak,Perak Tengah,Robbery,4
2019,Perak,Selama,Causing injury,2
2019,Perak,Selama,Murder,0
2019,Perak,Selama,Rape,3
2019,Perak,Selama,Robbery,2
2019,Perak,Sungai Siput,Causing injury,16
2019,Perak,Sungai Siput,Murder,1
2019,Perak,Sungai Siput,Rape,0
2019,Perak,Sungai Siput,Robbery,13
2019,Perak,Taiping,Causing injury,76
2019,Perak,Taiping,Murder,3
2019,Perak,Taiping,Rape,20
2019,Perak,Taiping,Robbery,82
2019,Perak,Tanjong Malim,Causing injury,11
2019,Perak,Tanjong Malim,Murder,1
2019,Perak,Tanjong Malim,Rape,1
2019,Perak,Tanjong Malim,Robbery,10
2019,Perak,Tapah,Causing injury,14
2019,Perak,Tapah,Murder,4
2019,Perak,Tapah,Rape,6
2019,Perak,Tapah,Robbery,18
2019,Perlis,Arau,Causing injury,11
2019,Perlis,Arau,Murder,0
2019,Perlis,Arau,Rape,8
2019,Perlis,Arau,Robbery,10
2019,Perlis,Kangar,Causing injury,38
2019,Perlis,Kangar,Murder,0
2019,Perlis,Kangar,Rape,11
2019,Perlis,Kangar,Robbery,23
2019,Perlis,Padang Besar,Causing injury,11
2019,Perlis,Padang Besar,Murder,1
2019,Perlis,Padang Besar,Rape,5
2019,Perlis,Padang Besar,Robbery,3
2019,Pulau Pinang,Barat Daya,Causing injury,31
2019,Pulau Pinang,Barat Daya,Murder,1
2019,Pulau Pinang,Barat Daya,Rape,5
2019,Pulau Pinang,Barat Daya,Robbery,37
2019,Pulau Pinang,Seberang Perai Selatan,Causing injury,49
2019,Pulau Pinang,Seberang Perai Selatan,Murder,0
2019,Pulau Pinang,Seberang Perai Selatan,Rape,17
2019,Pulau Pinang,Seberang Perai Selatan,Robbery,54
2019,Pulau Pinang,Seberang Perai Tengah,Causing injury,88
2019,Pulau Pinang,Seberang Perai Tengah,Murder,4
2019,Pulau Pinang,Seberang Perai Tengah,Rape,32
2019,Pulau Pinang,Seberang Perai Tengah,Robbery,298
2019,Pulau Pinang,Seberang Perai Utara,Causing injury,42
2019,Pulau Pinang,Seberang Perai Utara,Murder,4
2019,Pulau Pinang,Seberang Perai Utara,Rape,6
2019,Pulau Pinang,Seberang Perai Utara,Robbery,77
2019,Pulau Pinang,Timur Laut,Causing injury,131
2019,Pulau Pinang,Timur Laut,Murder,6
2019,Pulau Pinang,Timur Laut,Rape,20
2019,Pulau Pinang,Timur Laut,Robbery,154
2019,Sabah,Beaufort,Causing injury,11
2019,Sabah,Beaufort,Murder,0
2019,Sabah,Beaufort,Rape,6
2019,Sabah,Beaufort,Robbery,2
2019,Sabah,Beluran,Causing injury,5
2019,Sabah,Beluran,Murder,1
2019,Sabah,Beluran,Rape,11
2019,Sabah,Beluran,Robbery,3
2019,Sabah,Keningau,Causing injury,18
2019,Sabah,Keningau,Murder,3
2019,Sabah,Keningau,Rape,15
2019,Sabah,Keningau,Robbery,7
2019,Sabah,Kota Belud,Causing injury,9
2019,Sabah,Kota Belud,Murder,0
2019,Sabah,Kota Belud,Rape,11
2019,Sabah,Kota Belud,Robbery,2
2019,Sabah,Kota Kinabalu,Causing injury,35
2019,Sabah,Kota Kinabalu,Murder,5
2019,Sabah,Kota Kinabalu,Rape,33
2019,Sabah,Kota Kinabalu,Robbery,39
2019,Sabah,Kota Kinabatangan,Causing injury,6
2019,Sabah,Kota Kinabatangan,Murder,2
2019,Sabah,Kota Kinabatangan,Rape,1
2019,Sabah,Kota Kinabatangan,Robbery,3
2019,Sabah,Kota Marudu,Causing injury,3
2019,Sabah,Kota Marudu,Murder,1
2019,Sabah,Kota Marudu,Rape,10
2019,Sabah,Kota Marudu,Robbery,1
2019,Sabah,Kudat,Causing injury,0
2019,Sabah,Kudat,Murder,1
2019,Sabah,Kudat,Rape,3
2019,Sabah,Kudat,Robbery,2
2019,Sabah,Kunak,Causing injury,0
2019,Sabah,Kunak,Murder,0
2019,Sabah,Kunak,Rape,0
2019,Sabah,Kunak,Robbery,4
2019,Sabah,Lahad Datu,Causing injury,20
2019,Sabah,Lahad Datu,Murder,1
2019,Sabah,Lahad Datu,Rape,16
2019,Sabah,Lahad Datu,Robbery,7
2019,Sabah,Papar,Causing injury,12
2019,Sabah,Papar,Murder,0
2019,Sabah,Papar,Rape,15
2019,Sabah,Papar,Robbery,14
2019,Sabah,Penampang,Causing injury,17
2019,Sabah,Penampang,Murder,1
2019,Sabah,Penampang,Rape,24
2019,Sabah,Penampang,Robbery,25
2019,Sabah,Ranau,Causing injury,6
2019,Sabah,Ranau,Murder,3
2019,Sabah,Ranau,Rape,7
2019,Sabah,Ranau,Robbery,2
2019,Sabah,Sandakan,Causing injury,30
2019,Sabah,Sandakan,Murder,1
2019,Sabah,Sandakan,Rape,19
2019,Sabah,Sandakan,Robbery,24
2019,Sabah,Semporna,Causing injury,21
2019,Sabah,Semporna,Murder,4
2019,Sabah,Semporna,Rape,7
2019,Sabah,Semporna,Robbery,7
2019,Sabah,Sipitang,Causing injury,2
2019,Sabah,Sipitang,Murder,0
2019,Sabah,Sipitang,Rape,5
2019,Sabah,Sipitang,Robbery,0
2019,Sabah,Tawau,Causing injury,10
2019,Sabah,Tawau,Murder,4
2019,Sabah,Tawau,Rape,14
2019,Sabah,Tawau,Robbery,22
2019,Sabah,Tenom,Causing injury,3
2019,Sabah,Tenom,Murder,0
2019,Sabah,Tenom,Rape,5
2019,Sabah,Tenom,Robbery,0
2019,Sabah,Tuaran,Causing injury,4
2019,Sabah,Tuaran,Murder,1
2019,Sabah,Tuaran,Rape,11
2019,Sabah,Tuaran,Robbery,2
2019,Sarawak,Bau,Causing injury,1
2019,Sarawak,Bau,Murder,1
2019,Sarawak,Bau,Rape,3
2019,Sarawak,Bau,Robbery,4
2019,Sarawak,Belaga,Causing injury,3
2019,Sarawak,Belaga,Murder,0
2019,Sarawak,Belaga,Rape,1
2019,Sarawak,Belaga,Robbery,2
2019,Sarawak,Betong,Causing injury,5
2019,Sarawak,Betong,Murder,1
2019,Sarawak,Betong,Rape,4
2019,Sarawak,Betong,Robbery,1
2019,Sarawak,Bintulu,Causing injury,17
2019,Sarawak,Bintulu,Murder,4
2019,Sarawak,Bintulu,Rape,7
2019,Sarawak,Bintulu,Robbery,25
2019,Sarawak,Dalat,Causing injury,3
2019,Sarawak,Dalat,Murder,0
2019,Sarawak,Dalat,Rape,2
2019,Sarawak,Dalat,Robbery,0
2019,Sarawak,Julau,Causing injury,1
2019,Sarawak,Julau,Murder,0
2019,Sarawak,Julau,Rape,0
2019,Sarawak,Julau,Robbery,1
2019,Sarawak,Kanowit,Causing injury,2
2019,Sarawak,Kanowit,Murder,0
2019,Sarawak,Kanowit,Rape,1
2019,Sarawak,Kanowit,Robbery,0
2019,Sarawak,Kapit,Causing injury,3
2019,Sarawak,Kapit,Murder,0
2019,Sarawak,Kapit,Rape,4
2019,Sarawak,Kapit,Robbery,0
2019,Sarawak,Kota Samarahan,Causing injury,19
2019,Sarawak,Kota Samarahan,Murder,3
2019,Sarawak,Kota Samarahan,Rape,16
2019,Sarawak,Kota Samarahan,Robbery,23
2019,Sarawak,Kuching,Causing injury,68
2019,Sarawak,Kuching,Murder,2
2019,Sarawak,Kuching,Rape,18
2019,Sarawak,Kuching,Robbery,127
2019,Sarawak,Lawas,Causing injury,6
2019,Sarawak,Lawas,Murder,0
2019,Sarawak,Lawas,Rape,1
2019,Sarawak,Lawas,Robbery,0
2019,Sarawak,Limbang,Causing injury,3
2019,Sarawak,Limbang,Murder,2
2019,Sarawak,Limbang,Rape,2
2019,Sarawak,Limbang,Robbery,2
2019,Sarawak,Lubok Antu,Causing injury,3
2019,Sarawak,Lubok Antu,Murder,0
2019,Sarawak,Lubok Antu,Rape,2
2019,Sarawak,Lubok Antu,Robbery,0
2019,Sarawak,Lundu,Causing injury,1
2019,Sarawak,Lundu,Murder,1
2019,Sarawak,Lundu,Rape,6
2019,Sarawak,Lundu,Robbery,1
2019,Sarawak,Marudi,Causing injury,10
2019,Sarawak,Marudi,Murder,2
2019,Sarawak,Marudi,Rape,6
2019,Sarawak,Marudi,Robbery,1
2019,Sarawak,Matu Daro,Causing injury,5
2019,Sarawak,Matu Daro,Murder,0
2019,Sarawak,Matu Daro,Rape,1
2019,Sarawak,Matu Daro,Robbery,0
2019,Sarawak,Meradong,Causing injury,4
2019,Sarawak,Meradong,Murder,0
2019,Sarawak,Meradong,Rape,2
2019,Sarawak,Meradong,Robbery,7
2019,Sarawak,Miri,Causing injury,73
2019,Sarawak,Miri,Murder,2
2019,Sarawak,Miri,Rape,17
2019,Sarawak,Miri,Robbery,76
2019,Sarawak,Mukah,Causing injury,1
2019,Sarawak,Mukah,Murder,1
2019,Sarawak,Mukah,Rape,2
2019,Sarawak,Mukah,Robbery,3
2019,Sarawak,Padawan,Causing injury,29
2019,Sarawak,Padawan,Murder,1
2019,Sarawak,Padawan,Rape,15
2019,Sarawak,Padawan,Robbery,39
2019,Sarawak,Saratok,Causing injury,3
2019,Sarawak,Saratok,Murder,0
2019,Sarawak,Saratok,Rape,1
2019,Sarawak,Saratok,Robbery,4
2019,Sarawak,Sarikei,Causing injury,9
2019,Sarawak,Sarikei,Murder,0
2019,Sarawak,Sarikei,Rape,2
2019,Sarawak,Sarikei,Robbery,7
2019,Sarawak,Serian,Causing injury,9
2019,Sarawak,Serian,Murder,2
2019,Sarawak,Serian,Rape,6
2019,Sarawak,Serian,Robbery,4
2019,Sarawak,Sibu,Causing injury,44
2019,Sarawak,Sibu,Murder,4
2019,Sarawak,Sibu,Rape,23
2019,Sarawak,Sibu,Robbery,53
2019,Sarawak,Simunjan,Causing injury,4
2019,Sarawak,Simunjan,Murder,0
2019,Sarawak,Simunjan,Rape,2
2019,Sarawak,Simunjan,Robbery,1
2019,Sarawak,Song,Causing injury,2
2019,Sarawak,Song,Murder,0
2019,Sarawak,Song,Rape,1
2019,Sarawak,Song,Robbery,0
2019,Sarawak,Sri Aman,Causing injury,6
2019,Sarawak,Sri Aman,Murder,0
2019,Sarawak,Sri Aman,Rape,2
2019,Sarawak,Sri Aman,Robbery,5
2019,Sarawak,Tatau,Causing injury,1
2019,Sarawak,Tatau,Murder,1
2019,Sarawak,Tatau,Rape,2
2019,Sarawak,Tatau,Robbery,1
2019,Selangor,Ampang Jaya,Causing injury,47
2019,Selangor,Ampang Jaya,Murder,5
2019,Selangor,Ampang Jaya,Rape,23
2019,Selangor,Ampang Jaya,Robbery,420
2019,Selangor,Gombak,Causing injury,117
2019,Selangor,Gombak,Murder,11
2019,Selangor,Gombak,Rape,29
2019,Selangor,Gombak,Robbery,400
2019,Selangor,Hulu Selangor,Causing injury,20
2019,Selangor,Hulu Selangor,Murder,1
2019,Selangor,Hulu Selangor,Rape,32
2019,Selangor,Hulu Selangor,Robbery,70
2019,Selangor,Kajang,Causing injury,121
2019,Selangor,Kajang,Murder,14
2019,Selangor,Kajang,Rape,44
2019,Selangor,Kajang,Robbery,260
2019,Selangor,Klang Selatan,Causing injury,76
2019,Selangor,Klang Selatan,Murder,11
2019,Selangor,Klang Selatan,Rape,21
2019,Selangor,Klang Selatan,Robbery,309
2019,Selangor,Klang Utara,Causing injury,68
2019,Selangor,Klang Utara,Murder,7
2019,Selangor,Klang Utara,Rape,15
2019,Selangor,Klang Utara,Robbery,170
2019,Selangor,Kuala Langat,Causing injury,50
2019,Selangor,Kuala Langat,Murder,5
2019,Selangor,Kuala Langat,Rape,24
2019,Selangor,Kuala Langat,Robbery,71
2019,Selangor,Kuala Selangor,Causing injury,40
2019,Selangor,Kuala Selangor,Murder,1
2019,Selangor,Kuala Selangor,Rape,14
2019,Selangor,Kuala Selangor,Robbery,35
2019,Selangor,Petaling Jaya,Causing injury,145
2019,Selangor,Petaling Jaya,Murder,4
2019,Selangor,Petaling Jaya,Rape,38
2019,Selangor,Petaling Jaya,Robbery,476
2019,Selangor,Sabak Bernam,Causing injury,23
2019,Selangor,Sabak Bernam,Murder,1
2019,Selangor,Sabak Bernam,Rape,8
2019,Selangor,Sabak Bernam,Robbery,24
2019,Selangor,Sepang,Causing injury,44
2019,Selangor,Sepang,Murder,10
2019,Selangor,Sepang,Rape,23
2019,Selangor,Sepang,Robbery,78
2019,Selangor,Serdang,Causing injury,79
2019,Selangor,Serdang,Murder,8
2019,Selangor,Serdang,Rape,15
2019,Selangor,Serdang,Robbery,209
2019,Selangor,Sg. Buloh,Causing injury,50
2019,Selangor,Sg. Buloh,Murder,4
2019,Selangor,Sg. Buloh,Rape,17
2019,Selangor,Sg. Buloh,Robbery,114
2019,Selangor,Shah Alam,Causing injury,34
2019,Selangor,Shah Alam,Murder,8
2019,Selangor,Shah Alam,Rape,18
2019,Selangor,Shah Alam,Robbery,96
2019,Selangor,Subang Jaya,Causing injury,46
2019,Selangor,Subang Jaya,Murder,0
2019,Selangor,Subang Jaya,Rape,25
2019,Selangor,Subang Jaya,Robbery,174
2019,Terengganu,Besut,Causing injury,33
2019,Terengganu,Besut,Murder,0
2019,Terengganu,Besut,Rape,19
2019,Terengganu,Besut,Robbery,10
2019,Terengganu,Dungun,Causing injury,23
2019,Terengganu,Dungun,Murder,0
2019,Terengganu,Dungun,Rape,5
2019,Terengganu,Dungun,Robbery,8
2019,Terengganu,Hulu Terengganu,Causing injury,10
2019,Terengganu,Hulu Terengganu,Murder,0
2019,Terengganu,Hulu Terengganu,Rape,4
2019,Terengganu,Hulu Terengganu,Robbery,5
2019,Terengganu,Kemaman,Causing injury,6
2019,Terengganu,Kemaman,Murder,1
2019,Terengganu,Kemaman,Rape,15
2019,Terengganu,Kemaman,Robbery,18
2019,Terengganu,Kuala Terengganu,Causing injury,32
2019,Terengganu,Kuala Terengganu,Murder,0
2019,Terengganu,Kuala Terengganu,Rape,24
2019,Terengganu,Kuala Terengganu,Robbery,35
2019,Terengganu,Marang,Causing injury,8
2019,Terengganu,Marang,Murder,0
2019,Terengganu,Marang,Rape,9
2019,Terengganu,Marang,Robbery,13
2019,Terengganu,Setiu,Causing injury,6
2019,Terengganu,Setiu,Murder,0
2019,Terengganu,Setiu,Rape,4
2019,Terengganu,Setiu,Robbery,5
2019,W.P. Kuala Lumpur,Brickfields,Causing injury,73
2019,W.P. Kuala Lumpur,Brickfields,Murder,4
2019,W.P. Kuala Lumpur,Brickfields,Rape,30
2019,W.P. Kuala Lumpur,Brickfields,Robbery,287
2019,W.P. Kuala Lumpur,Cheras,Causing injury,90
2019,W.P. Kuala Lumpur,Cheras,Murder,6
2019,W.P. Kuala Lumpur,Cheras,Rape,21
2019,W.P. Kuala Lumpur,Cheras,Robbery,260
2019,W.P. Kuala Lumpur,Dang Wangi,Causing injury,103
2019,W.P. Kuala Lumpur,Dang Wangi,Murder,8
2019,W.P. Kuala Lumpur,Dang Wangi,Rape,19
2019,W.P. Kuala Lumpur,Dang Wangi,Robbery,1135
2019,W.P. Kuala Lumpur,Sentul,Causing injury,151
2019,W.P. Kuala Lumpur,Sentul,Murder,3
2019,W.P. Kuala Lumpur,Sentul,Rape,18
2019,W.P. Kuala Lumpur,Sentul,Robbery,338
2019,W.P. Kuala Lumpur,Wangsa Maju,Causing injury,82
2019,W.P. Kuala Lumpur,Wangsa Maju,Murder,1
2019,W.P. Kuala Lumpur,Wangsa Maju,Rape,30
2019,W.P. Kuala Lumpur,Wangsa Maju,Robbery,232
2019,W.P. Labuan,W.P. Labuan,Causing injury,9
2019,W.P. Labuan,W.P. Labuan,Murder,0
2019,W.P. Labuan,W.P. Labuan,Rape,6
2019,W.P. Labuan,W.P. Labuan,Robbery,5
2019,W.P. Putrajaya,W.P. Putrajaya,Causing injury,6
2019,W.P. Putrajaya,W.P. Putrajaya,Murder,0
2019,W.P. Putrajaya,W.P. Putrajaya,Rape,4
2019,W.P. Putrajaya,W.P. Putrajaya,Robbery,13
2020,Johor,Batu Pahat,Causing injury,43
2020,Johor,Batu Pahat,Murder,3
2020,Johor,Batu Pahat,Rape,16
2020,Johor,Batu Pahat,Robbery,65
2020,Johor,Iskandar Puteri,Causing injury,23
2020,Johor,Iskandar Puteri,Murder,3
2020,Johor,Iskandar Puteri,Rape,9
2020,Johor,Iskandar Puteri,Robbery,61
2020,Johor,Johor Bahru Selatan,Causing injury,67
2020,Johor,Johor Bahru Selatan,Murder,4
2020,Johor,Johor Bahru Selatan,Rape,17
2020,Johor,Johor Bahru Selatan,Robbery,138
2020,Johor,Johor Bahru Utara,Causing injury,83
2020,Johor,Johor Bahru Utara,Murder,3
2020,Johor,Johor Bahru Utara,Rape,17
2020,Johor,Johor Bahru Utara,Robbery,143
2020,Johor,Kluang,Causing injury,43
2020,Johor,Kluang,Murder,2
2020,Johor,Kluang,Rape,16
2020,Johor,Kluang,Robbery,52
2020,Johor,Kota Tinggi,Causing injury,35
2020,Johor,Kota Tinggi,Murder,2
2020,Johor,Kota Tinggi,Rape,10
2020,Johor,Kota Tinggi,Robbery,25
2020,Johor,Kulaijaya,Causing injury,11
2020,Johor,Kulaijaya,Murder,7
2020,Johor,Kulaijaya,Rape,8
2020,Johor,Kulaijaya,Robbery,52
2020,Johor,Ledang,Causing injury,10
2020,Johor,Ledang,Murder,0
2020,Johor,Ledang,Rape,8
2020,Johor,Ledang,Robbery,16
2020,Johor,Mersing,Causing injury,14
2020,Johor,Mersing,Murder,0
2020,Johor,Mersing,Rape,8
2020,Johor,Mersing,Robbery,12
2020,Johor,Muar,Causing injury,25
2020,Johor,Muar,Murder,2
2020,Johor,Muar,Rape,10
2020,Johor,Muar,Robbery,22
2020,Johor,Nusajaya,Causing injury,0
2020,Johor,Nusajaya,Murder,0
2020,Johor,Nusajaya,Rape,0
2020,Johor,Nusajaya,Robbery,0
